Customer ID,Age,Gender,Item Purchased,Category,"Purchase 
Amount (USD)",Location,Size,Color,Season,"Review 
Rating","Subscription 
Status","Payment 
Method","Shipping 
Type","Discount 
Applied","Promo Code
 Used","Previous
 Purchases","Preferred Payment
 Method","Frequency of
 Purchases","Previous Purchased 
Amount (USD)","Average 
Order Value (USD)","Total Sales 
Revenue Per Customer (USD)",Time spend on website  Minutes, clicks ,total number of impressions,Click-through rate (CTR),Website Traffic,"Conversion
 Rate %"
726,61,Male,Hat,Accessories,$61.00,Texas,L,Silver,Winter,3.1,Yes,Cash,Standard,Yes,Yes,33,Debit Card,Fortnightly,$476.00,$15.79,$537.00,88,1,329,0.30%,10,10.00%
727,32,Male,Shorts,Clothing,$78.00,North Dakota,L,Yellow,Summer,3.6,Yes,PayPal,Next Day Air,Yes,Yes,20,Bank Transfer,Every 3 Months,$14.00,$4.38,$92.00,76,0,241,0.00%,97,0.00%
728,62,Male,Sweater,Clothing,$97.00,Arkansas,S,Gray,Winter,4.8,Yes,Credit Card,Next Day Air,Yes,Yes,37,Venmo,Every 3 Months,$533.00,$16.58,$630.00,40,0,223,0.00%,61,0.00%
729,29,Male,Jeans,Clothing,$78.00,Nebraska,M,Pink,Winter,3.7,Yes,Debit Card,Next Day Air,Yes,Yes,12,PayPal,Every 3 Months,$493.00,$43.92,$571.00,71,0,325,0.00%,96,0.00%
730,41,Male,Sunglasses,Accessories,$56.00,Minnesota,L,Beige,Summer,3.2,Yes,Venmo,Express,Yes,Yes,46,PayPal,Every 3 Months,$483.00,$11.47,$539.00,31,0,189,0.00%,42,0.00%
731,48,Male,Boots,Footwear,$25.00,Massachusetts,M,Indigo,Summer,3.9,Yes,Venmo,Standard,Yes,Yes,28,Venmo,Fortnightly,$498.00,$18.03,$523.00,75,2,292,0.68%,138,1.45%
732,43,Male,Coat,Outerwear,$28.00,Arkansas,M,Red,Spring,3.5,Yes,Credit Card,Free Shipping,Yes,Yes,30,PayPal,Fortnightly,$210.00,$7.68,$238.00,52,1,276,0.36%,77,1.30%
733,34,Male,Shirt,Clothing,$57.00,New Hampshire,L,Blue,Spring,2.8,Yes,Cash,Express,Yes,Yes,28,Cash,Bi-Weekly,$470.00,$18.17,$527.00,73,0,177,0.00%,48,0.00%
734,45,Male,Dress,Clothing,$36.00,Rhode Island,L,Cyan,Fall,2.7,Yes,Cash,2-Day Shipping,Yes,Yes,20,Debit Card,Bi-Weekly,$74.00,$5.24,$110.00,83,0,263,0.00%,143,0.00%
735,65,Male,Shirt,Clothing,$69.00,New Jersey,S,Violet,Winter,3.1,Yes,Venmo,Express,Yes,Yes,39,Bank Transfer,Every 3 Months,$226.00,$7.38,$295.00,58,2,242,0.83%,76,2.63%
736,61,Male,Sunglasses,Accessories,$48.00,Montana,M,Orange,Fall,3.6,Yes,Venmo,2-Day Shipping,Yes,Yes,48,Cash,Bi-Weekly,$82.00,$2.65,$130.00,88,0,201,0.00%,170,0.00%
737,18,Male,Dress,Clothing,$58.00,Colorado,L,Maroon,Spring,2.9,Yes,Debit Card,2-Day Shipping,Yes,Yes,32,Credit Card,Every 3 Months,$164.00,$6.73,$222.00,31,0,155,0.00%,90,0.00%
738,47,Male,Sunglasses,Accessories,$24.00,Nebraska,M,Teal,Spring,3.6,Yes,PayPal,Store Pickup,Yes,Yes,28,PayPal,Annually,$407.00,$14.86,$431.00,53,0,240,0.00%,80,0.00%
739,56,Male,Sunglasses,Accessories,$31.00,Minnesota,L,Orange,Winter,3.5,Yes,Credit Card,2-Day Shipping,Yes,Yes,27,Venmo,Quarterly,$340.00,$13.25,$371.00,71,2,349,0.57%,130,1.54%
740,64,Male,Shorts,Clothing,$29.00,Minnesota,S,Purple,Summer,3.5,Yes,Cash,Free Shipping,Yes,Yes,26,Venmo,Bi-Weekly,$429.00,$16.96,$458.00,76,2,339,0.59%,81,2.47%
741,26,Male,Jeans,Clothing,$69.00,South Dakota,M,Orange,Summer,2.8,Yes,Bank Transfer,Next Day Air,Yes,Yes,22,Credit Card,Fortnightly,$382.00,$19.61,$451.00,16,0,169,0.00%,187,0.00%
742,22,Male,T-shirt,Clothing,$79.00,West Virginia,XL,Yellow,Summer,4.7,Yes,Debit Card,Free Shipping,Yes,Yes,23,Bank Transfer,Every 3 Months,$448.00,$21.96,$527.00,69,0,291,0.00%,138,0.00%
743,64,Male,Pants,Clothing,$39.00,Nevada,M,Charcoal,Summer,3.1,Yes,Debit Card,Express,Yes,Yes,21,Debit Card,Quarterly,$53.00,$4.18,$92.00,34,0,224,0.00%,79,0.00%
744,21,Male,Sunglasses,Accessories,$84.00,North Carolina,L,Gray,Fall,4.9,Yes,PayPal,Free Shipping,Yes,Yes,36,Cash,Weekly,$215.00,$8.08,$299.00,16,2,150,1.33%,83,2.41%
745,67,Male,Boots,Footwear,$66.00,Illinois,S,Charcoal,Spring,4.1,Yes,Debit Card,Next Day Air,Yes,Yes,42,Debit Card,Bi-Weekly,$489.00,$12.91,$555.00,58,1,154,0.65%,200,0.50%
746,46,Male,T-shirt,Clothing,$92.00,Michigan,L,Orange,Fall,4.7,Yes,Credit Card,Standard,Yes,Yes,4,Venmo,Monthly,$199.00,$58.20,$291.00,68,0,324,0.00%,183,0.00%
747,40,Male,Sandals,Footwear,$45.00,Michigan,M,Red,Winter,2.5,Yes,Debit Card,Free Shipping,Yes,Yes,47,Credit Card,Annually,$459.00,$10.50,$504.00,38,0,260,0.00%,108,0.00%
748,51,Male,Shorts,Clothing,$74.00,Oklahoma,L,Gold,Spring,4.4,Yes,Venmo,Next Day Air,Yes,Yes,13,Bank Transfer,Weekly,$589.00,$47.36,$663.00,82,2,228,0.88%,153,1.31%
749,35,Male,Hat,Accessories,$39.00,South Dakota,L,Brown,Fall,3.9,Yes,Bank Transfer,Free Shipping,Yes,Yes,8,Bank Transfer,Quarterly,$57.00,$10.67,$96.00,55,0,266,0.00%,140,0.00%
750,56,Male,Scarf,Accessories,$71.00,Oklahoma,M,Olive,Winter,3.7,Yes,Bank Transfer,Standard,Yes,Yes,11,Debit Card,Quarterly,$292.00,$30.25,$363.00,17,1,245,0.41%,92,1.09%
751,25,Male,T-shirt,Clothing,$95.00,Maryland,L,Violet,Fall,3.4,Yes,Bank Transfer,Free Shipping,Yes,Yes,5,Venmo,Annually,$325.00,$70.00,$420.00,36,1,256,0.39%,42,2.38%
752,65,Male,Gloves,Accessories,$72.00,Ohio,L,Indigo,Fall,4.8,Yes,Credit Card,Free Shipping,Yes,Yes,1,Credit Card,Monthly,$109.00,$90.50,$181.00,98,0,296,0.00%,126,0.00%
753,39,Male,Scarf,Accessories,$85.00,Ohio,L,Yellow,Fall,4.2,Yes,Cash,2-Day Shipping,Yes,Yes,17,PayPal,Every 3 Months,$77.00,$9.00,$162.00,47,2,196,1.02%,109,1.83%
754,47,Male,Boots,Footwear,$54.00,Massachusetts,M,Teal,Fall,3.4,Yes,Credit Card,Store Pickup,Yes,Yes,27,Venmo,Quarterly,$509.00,$20.11,$563.00,51,0,235,0.00%,120,0.00%
755,36,Male,Gloves,Accessories,$41.00,North Carolina,L,Pink,Spring,2.9,Yes,Cash,Store Pickup,Yes,Yes,3,Debit Card,Quarterly,$89.00,$32.50,$130.00,47,2,207,0.97%,27,7.41%
756,66,Male,Coat,Outerwear,$24.00,Florida,M,Violet,Spring,3.3,Yes,Venmo,Free Shipping,Yes,Yes,22,PayPal,Weekly,$526.00,$23.91,$550.00,10,1,181,0.55%,114,0.88%
757,62,Male,Belt,Accessories,$99.00,Montana,S,Orange,Summer,4.8,Yes,Cash,Standard,Yes,Yes,24,Cash,Fortnightly,$52.00,$6.04,$151.00,39,2,202,0.99%,52,3.85%
758,41,Male,Hoodie,Clothing,$32.00,Minnesota,M,Red,Fall,3.8,Yes,Debit Card,Store Pickup,Yes,Yes,18,Debit Card,Quarterly,$282.00,$16.53,$314.00,26,0,314,0.00%,28,0.00%
759,66,Male,Shoes,Footwear,$71.00,Massachusetts,L,Peach,Summer,4.6,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,39,Bank Transfer,Every 3 Months,$199.00,$6.75,$270.00,20,2,164,1.22%,34,5.88%
760,51,Male,Dress,Clothing,$49.00,Rhode Island,XL,Green,Winter,2.6,Yes,Bank Transfer,Next Day Air,Yes,Yes,25,Credit Card,Fortnightly,$154.00,$7.81,$203.00,97,0,304,0.00%,33,0.00%
761,33,Male,Gloves,Accessories,$50.00,Minnesota,XL,Violet,Fall,3.4,Yes,Credit Card,Free Shipping,Yes,Yes,6,Cash,Annually,$219.00,$38.43,$269.00,73,2,189,1.06%,17,11.76%
762,57,Male,Jewelry,Accessories,$91.00,Nevada,L,Yellow,Fall,4.2,Yes,Credit Card,Express,Yes,Yes,26,Bank Transfer,Weekly,$105.00,$7.26,$196.00,84,0,158,0.00%,36,0.00%
763,45,Male,Belt,Accessories,$46.00,New Mexico,M,Pink,Fall,3.9,Yes,Credit Card,Standard,Yes,Yes,43,Debit Card,Fortnightly,$551.00,$13.57,$597.00,94,1,209,0.48%,73,1.37%
764,61,Male,Sweater,Clothing,$50.00,North Carolina,M,Brown,Spring,2.9,Yes,Debit Card,2-Day Shipping,Yes,Yes,6,Credit Card,Monthly,$306.00,$50.86,$356.00,89,1,293,0.34%,153,0.65%
765,55,Male,Skirt,Clothing,$39.00,Virginia,XL,Silver,Fall,4.2,Yes,Bank Transfer,Free Shipping,Yes,Yes,6,Debit Card,Quarterly,$255.00,$42.00,$294.00,33,0,296,0.00%,185,0.00%
766,54,Male,Sneakers,Footwear,$99.00,Alaska,M,Pink,Summer,3,Yes,Bank Transfer,Store Pickup,Yes,Yes,13,Cash,Quarterly,$401.00,$35.71,$500.00,36,0,161,0.00%,83,0.00%
767,57,Male,Gloves,Accessories,$48.00,Nevada,M,Cyan,Winter,3.6,Yes,PayPal,Next Day Air,Yes,Yes,13,PayPal,Monthly,$185.00,$16.64,$233.00,74,1,225,0.44%,106,0.94%
768,27,Male,Coat,Outerwear,$77.00,Pennsylvania,M,Brown,Fall,2.5,Yes,Cash,Next Day Air,Yes,Yes,11,Cash,Annually,$581.00,$54.83,$658.00,59,1,180,0.56%,107,0.93%
769,64,Male,Backpack,Accessories,$95.00,Illinois,XL,Red,Spring,2.6,Yes,PayPal,Express,Yes,Yes,45,Venmo,Weekly,$483.00,$12.57,$578.00,12,2,209,0.96%,35,5.71%
770,52,Male,Socks,Clothing,$100.00,Delaware,M,Silver,Spring,4.3,Yes,Credit Card,Store Pickup,Yes,Yes,8,PayPal,Monthly,$243.00,$38.11,$343.00,23,0,228,0.00%,138,0.00%
771,19,Male,Sneakers,Footwear,$54.00,Vermont,M,Gray,Spring,3.3,Yes,Venmo,Express,Yes,Yes,8,Credit Card,Annually,$62.00,$12.89,$116.00,98,2,156,1.28%,120,1.67%
772,22,Male,Sweater,Clothing,$68.00,Hawaii,L,Cyan,Fall,2.6,Yes,Credit Card,Next Day Air,Yes,Yes,34,Bank Transfer,Fortnightly,$541.00,$17.40,$609.00,69,0,249,0.00%,197,0.00%
773,18,Male,Jeans,Clothing,$22.00,Illinois,L,Teal,Fall,3.6,Yes,Cash,Free Shipping,Yes,Yes,40,Debit Card,Bi-Weekly,$242.00,$6.44,$264.00,30,2,315,0.63%,27,7.41%
774,29,Male,Hat,Accessories,$84.00,California,L,Indigo,Winter,2.6,Yes,Venmo,Express,Yes,Yes,14,Debit Card,Bi-Weekly,$87.00,$11.40,$171.00,52,2,242,0.83%,105,1.90%
775,42,Male,Hat,Accessories,$46.00,Nevada,M,Yellow,Summer,3.5,Yes,Credit Card,Standard,Yes,Yes,11,Credit Card,Quarterly,$39.00,$7.08,$85.00,55,0,289,0.00%,116,0.00%
776,49,Male,Handbag,Accessories,$53.00,Kentucky,S,Gold,Winter,3,Yes,PayPal,Store Pickup,Yes,Yes,8,PayPal,Monthly,$61.00,$12.67,$114.00,81,2,252,0.79%,136,1.47%
777,49,Male,Shirt,Clothing,$60.00,Alabama,M,Maroon,Spring,5,Yes,PayPal,Standard,Yes,Yes,8,Venmo,Every 3 Months,$365.00,$47.22,$425.00,51,1,201,0.50%,156,0.64%
778,55,Male,Socks,Clothing,$32.00,Wyoming,XL,Silver,Spring,2.5,Yes,Credit Card,Express,Yes,Yes,37,Venmo,Weekly,$356.00,$10.21,$388.00,99,1,245,0.41%,195,0.51%
779,29,Male,Socks,Clothing,$50.00,Massachusetts,M,Yellow,Summer,2.9,Yes,Cash,Store Pickup,Yes,Yes,23,Debit Card,Annually,$290.00,$14.17,$340.00,12,1,198,0.51%,28,3.57%
780,60,Male,Dress,Clothing,$94.00,Utah,M,Blue,Spring,4.6,Yes,Credit Card,Express,Yes,Yes,38,Cash,Annually,$318.00,$10.56,$412.00,83,1,310,0.32%,75,1.33%
781,34,Male,Shoes,Footwear,$26.00,New York,M,Turquoise,Spring,3.6,Yes,Venmo,Free Shipping,Yes,Yes,38,Cash,Quarterly,$274.00,$7.69,$300.00,57,1,300,0.33%,86,1.16%
782,30,Male,Scarf,Accessories,$44.00,Vermont,L,Indigo,Winter,3,Yes,PayPal,Store Pickup,Yes,Yes,12,Credit Card,Fortnightly,$337.00,$29.31,$381.00,66,0,312,0.00%,137,0.00%
783,28,Male,Hoodie,Clothing,$57.00,Hawaii,M,Green,Summer,4.5,Yes,PayPal,Standard,Yes,Yes,15,Cash,Weekly,$178.00,$14.69,$235.00,75,0,221,0.00%,179,0.00%
784,63,Male,T-shirt,Clothing,$65.00,Louisiana,L,Purple,Winter,4.5,Yes,Debit Card,Next Day Air,Yes,Yes,38,PayPal,Fortnightly,$354.00,$10.74,$419.00,21,0,187,0.00%,185,0.00%
785,31,Male,Jeans,Clothing,$72.00,Alabama,M,Peach,Winter,3.2,Yes,Debit Card,Store Pickup,Yes,Yes,41,Bank Transfer,Every 3 Months,$311.00,$9.12,$383.00,54,2,347,0.58%,57,3.51%
786,46,Male,Shorts,Clothing,$62.00,Louisiana,S,Purple,Spring,4,Yes,Bank Transfer,Next Day Air,Yes,Yes,37,PayPal,Fortnightly,$82.00,$3.79,$144.00,14,1,295,0.34%,68,1.47%
787,70,Male,Hat,Accessories,$21.00,Indiana,S,Teal,Winter,4.8,Yes,Credit Card,Express,Yes,Yes,16,Bank Transfer,Every 3 Months,$424.00,$26.18,$445.00,91,2,256,0.78%,125,1.60%
788,53,Male,Handbag,Accessories,$85.00,Michigan,S,Green,Spring,3.7,Yes,Bank Transfer,Free Shipping,Yes,Yes,25,Venmo,Weekly,$359.00,$17.08,$444.00,89,0,212,0.00%,110,0.00%
789,50,Male,Pants,Clothing,$51.00,Rhode Island,XL,Yellow,Summer,3.8,Yes,Venmo,Store Pickup,Yes,Yes,18,Bank Transfer,Quarterly,$55.00,$5.58,$106.00,26,2,286,0.70%,160,1.25%
790,33,Male,Handbag,Accessories,$84.00,Idaho,S,Purple,Fall,2.7,Yes,Venmo,Standard,Yes,Yes,4,Credit Card,Bi-Weekly,$295.00,$75.80,$379.00,42,1,175,0.57%,142,0.70%
791,22,Male,Sweater,Clothing,$37.00,Louisiana,M,Indigo,Summer,4.9,Yes,Venmo,Store Pickup,Yes,Yes,12,Bank Transfer,Quarterly,$439.00,$36.62,$476.00,18,2,160,1.25%,81,2.47%
792,50,Male,Scarf,Accessories,$44.00,North Carolina,S,Magenta,Summer,3.1,Yes,Credit Card,2-Day Shipping,Yes,Yes,35,PayPal,Fortnightly,$250.00,$8.17,$294.00,96,1,292,0.34%,41,2.44%
793,34,Male,Sneakers,Footwear,$45.00,New Jersey,M,Violet,Spring,4.2,Yes,Venmo,Next Day Air,Yes,Yes,45,Venmo,Weekly,$541.00,$12.74,$586.00,57,1,322,0.31%,131,0.76%
794,24,Male,Pants,Clothing,$35.00,Alabama,L,Maroon,Summer,3.8,Yes,Cash,Free Shipping,Yes,Yes,16,Credit Card,Monthly,$192.00,$13.35,$227.00,64,0,289,0.00%,7,0.00%
795,69,Male,Backpack,Accessories,$50.00,Kentucky,XL,Yellow,Winter,4.2,Yes,Bank Transfer,Store Pickup,Yes,Yes,10,Debit Card,Fortnightly,$87.00,$12.45,$137.00,33,2,195,1.03%,14,14.29%
796,39,Male,Sandals,Footwear,$26.00,New York,M,Beige,Summer,4.6,Yes,Cash,Store Pickup,Yes,Yes,34,Venmo,Annually,$291.00,$9.06,$317.00,11,1,228,0.44%,29,3.45%
797,42,Male,Socks,Clothing,$78.00,Arizona,XL,Black,Fall,4,Yes,Debit Card,2-Day Shipping,Yes,Yes,43,Credit Card,Annually,$434.00,$11.64,$512.00,54,1,188,0.53%,186,0.54%
798,42,Male,Coat,Outerwear,$82.00,Maryland,M,Violet,Fall,4,Yes,Cash,2-Day Shipping,Yes,Yes,38,Debit Card,Weekly,$201.00,$7.26,$283.00,12,2,200,1.00%,76,2.63%
799,29,Male,Socks,Clothing,$39.00,Alaska,M,Violet,Spring,3.8,Yes,Cash,2-Day Shipping,Yes,Yes,48,PayPal,Every 3 Months,$44.00,$1.69,$83.00,58,2,265,0.75%,81,2.47%
800,55,Male,Belt,Accessories,$55.00,Nevada,L,Brown,Summer,3.3,Yes,Venmo,Free Shipping,Yes,Yes,31,PayPal,Annually,$57.00,$3.50,$112.00,57,2,325,0.62%,127,1.57%
801,32,Male,Socks,Clothing,$20.00,Utah,S,Gold,Summer,2.6,Yes,Credit Card,Free Shipping,Yes,Yes,20,Cash,Every 3 Months,$436.00,$21.71,$456.00,54,2,299,0.67%,185,1.08%
802,25,Male,Belt,Accessories,$29.00,New Mexico,L,Blue,Fall,4.9,Yes,Credit Card,Express,Yes,Yes,12,Credit Card,Fortnightly,$224.00,$19.46,$253.00,81,0,346,0.00%,200,0.00%
803,38,Male,Pants,Clothing,$41.00,Delaware,M,Teal,Winter,3.5,Yes,Venmo,Next Day Air,Yes,Yes,2,Bank Transfer,Weekly,$452.00,$164.33,$493.00,61,0,191,0.00%,111,0.00%
804,32,Male,Shorts,Clothing,$38.00,Connecticut,L,Silver,Winter,2.8,Yes,Credit Card,Express,Yes,Yes,30,Venmo,Every 3 Months,$17.00,$1.77,$55.00,73,0,255,0.00%,123,0.00%
805,43,Male,Boots,Footwear,$47.00,Mississippi,M,Maroon,Summer,2.6,Yes,Cash,Store Pickup,Yes,Yes,28,Venmo,Quarterly,$338.00,$13.28,$385.00,73,1,274,0.36%,86,1.16%
806,41,Male,Dress,Clothing,$30.00,Connecticut,L,White,Summer,3.7,Yes,Venmo,Next Day Air,Yes,Yes,40,Debit Card,Monthly,$556.00,$14.29,$586.00,39,1,157,0.64%,200,0.50%
807,56,Male,Jeans,Clothing,$56.00,Florida,L,Charcoal,Summer,2.7,Yes,Credit Card,Standard,Yes,Yes,46,PayPal,Quarterly,$590.00,$13.74,$646.00,63,0,186,0.00%,50,0.00%
808,27,Male,T-shirt,Clothing,$89.00,New York,S,Brown,Winter,3.3,Yes,Bank Transfer,Express,Yes,Yes,15,Credit Card,Weekly,$206.00,$18.44,$295.00,62,0,322,0.00%,161,0.00%
809,46,Male,Shoes,Footwear,$96.00,Wisconsin,L,Lavender,Fall,4.6,Yes,PayPal,Next Day Air,Yes,Yes,38,Cash,Every 3 Months,$339.00,$11.15,$435.00,25,0,321,0.00%,49,0.00%
810,48,Male,Boots,Footwear,$81.00,South Carolina,M,Violet,Fall,4.9,Yes,PayPal,Next Day Air,Yes,Yes,30,PayPal,Bi-Weekly,$555.00,$20.52,$636.00,54,0,202,0.00%,157,0.00%
811,52,Male,Scarf,Accessories,$83.00,South Dakota,S,Lavender,Fall,4.9,Yes,Debit Card,Store Pickup,Yes,Yes,32,Debit Card,Bi-Weekly,$346.00,$13.00,$429.00,88,2,336,0.60%,173,1.16%
812,18,Male,Sneakers,Footwear,$35.00,Illinois,M,Green,Winter,2.7,Yes,Debit Card,Free Shipping,Yes,Yes,36,Venmo,Quarterly,$471.00,$13.68,$506.00,62,1,297,0.34%,13,7.69%
813,64,Male,Boots,Footwear,$56.00,Alaska,M,Olive,Summer,3.2,Yes,PayPal,Standard,Yes,Yes,32,Credit Card,Weekly,$262.00,$9.64,$318.00,28,1,185,0.54%,93,1.08%
814,54,Male,Handbag,Accessories,$45.00,Montana,S,Olive,Summer,2.9,Yes,Credit Card,Store Pickup,Yes,Yes,14,Debit Card,Annually,$537.00,$38.80,$582.00,67,1,289,0.35%,186,0.54%
815,31,Male,Shirt,Clothing,$62.00,Minnesota,M,Pink,Winter,3.8,Yes,Cash,Express,Yes,Yes,8,PayPal,Monthly,$331.00,$43.67,$393.00,79,0,326,0.00%,127,0.00%
816,30,Male,Hat,Accessories,$84.00,West Virginia,L,Teal,Spring,3,Yes,Cash,Next Day Air,Yes,Yes,27,Venmo,Bi-Weekly,$529.00,$21.89,$613.00,83,2,309,0.65%,184,1.09%
817,26,Male,Sweater,Clothing,$24.00,Illinois,L,Cyan,Summer,3.9,Yes,Credit Card,Store Pickup,Yes,Yes,24,Debit Card,Monthly,$454.00,$19.12,$478.00,47,1,310,0.32%,104,0.96%
818,25,Male,Handbag,Accessories,$21.00,Nevada,S,Gray,Spring,4.7,Yes,Credit Card,Store Pickup,Yes,Yes,30,PayPal,Fortnightly,$390.00,$13.26,$411.00,64,0,168,0.00%,71,0.00%
819,59,Male,Shirt,Clothing,$91.00,Idaho,M,Peach,Winter,4.9,Yes,Cash,Store Pickup,Yes,Yes,34,Debit Card,Monthly,$248.00,$9.69,$339.00,11,1,319,0.31%,94,1.06%
820,55,Male,Sunglasses,Accessories,$36.00,Colorado,S,Teal,Winter,4.8,Yes,Bank Transfer,Next Day Air,Yes,Yes,28,Debit Card,Quarterly,$384.00,$14.48,$420.00,92,2,156,1.28%,151,1.32%
821,56,Male,Sneakers,Footwear,$39.00,Louisiana,M,Turquoise,Spring,2.5,Yes,Cash,2-Day Shipping,Yes,Yes,27,Debit Card,Monthly,$515.00,$19.79,$554.00,93,1,319,0.31%,126,0.79%
822,62,Male,Hoodie,Clothing,$39.00,Vermont,M,Green,Spring,3.9,Yes,Cash,Standard,Yes,Yes,31,Credit Card,Bi-Weekly,$590.00,$19.66,$629.00,63,1,323,0.31%,81,1.23%
823,35,Male,Shirt,Clothing,$59.00,Mississippi,L,Magenta,Winter,3.4,Yes,Cash,Standard,Yes,Yes,23,Bank Transfer,Annually,$140.00,$8.29,$199.00,78,2,327,0.61%,127,1.57%
824,51,Male,Sunglasses,Accessories,$27.00,Georgia,M,Green,Winter,2.5,Yes,PayPal,Free Shipping,Yes,Yes,11,Credit Card,Quarterly,$596.00,$51.92,$623.00,81,2,164,1.22%,145,1.38%
825,61,Male,Blouse,Clothing,$94.00,Georgia,M,White,Spring,3,Yes,Venmo,Store Pickup,Yes,Yes,48,Cash,Quarterly,$240.00,$6.82,$334.00,85,2,301,0.66%,139,1.44%
826,27,Male,Belt,Accessories,$94.00,Nebraska,XL,Brown,Fall,3.6,Yes,Venmo,Next Day Air,Yes,Yes,17,Cash,Monthly,$276.00,$20.56,$370.00,83,2,337,0.59%,126,1.59%
827,54,Male,Dress,Clothing,$94.00,Massachusetts,M,Purple,Winter,3.6,Yes,Credit Card,Standard,Yes,Yes,36,PayPal,Weekly,$492.00,$15.84,$586.00,81,0,341,0.00%,97,0.00%
828,31,Male,Shoes,Footwear,$51.00,Colorado,S,Green,Fall,4.1,Yes,Credit Card,Free Shipping,Yes,Yes,33,Bank Transfer,Fortnightly,$354.00,$11.91,$405.00,13,1,218,0.46%,121,0.83%
829,24,Male,Socks,Clothing,$62.00,Nevada,M,Peach,Fall,3.7,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,27,PayPal,Bi-Weekly,$567.00,$22.46,$629.00,31,0,154,0.00%,196,0.00%
830,42,Male,Socks,Clothing,$57.00,Idaho,S,Silver,Spring,3.1,Yes,Debit Card,2-Day Shipping,Yes,Yes,14,Credit Card,Fortnightly,$226.00,$18.87,$283.00,89,0,279,0.00%,154,0.00%
831,41,Male,Shorts,Clothing,$76.00,Wyoming,M,Maroon,Fall,4.2,Yes,Cash,Express,Yes,Yes,5,Credit Card,Annually,$436.00,$85.33,$512.00,32,2,183,1.09%,142,1.41%
832,66,Male,Gloves,Accessories,$63.00,Washington,M,Red,Summer,4.3,Yes,Debit Card,Express,Yes,Yes,47,Cash,Every 3 Months,$403.00,$9.71,$466.00,69,1,297,0.34%,22,4.55%
833,58,Male,Jacket,Outerwear,$80.00,California,L,Blue,Fall,2.5,Yes,Credit Card,Express,Yes,Yes,28,Cash,Bi-Weekly,$586.00,$22.97,$666.00,65,2,236,0.85%,125,1.60%
834,43,Male,Handbag,Accessories,$68.00,Oklahoma,M,Purple,Fall,3.5,Yes,Debit Card,Standard,Yes,Yes,11,Credit Card,Annually,$258.00,$27.17,$326.00,71,1,235,0.43%,192,0.52%
835,52,Male,Backpack,Accessories,$89.00,Nevada,M,Indigo,Summer,3.1,Yes,Debit Card,Free Shipping,Yes,Yes,18,Credit Card,Weekly,$523.00,$32.21,$612.00,27,1,350,0.29%,153,0.65%
836,35,Male,Boots,Footwear,$26.00,Maryland,L,Indigo,Summer,2.5,Yes,Debit Card,Next Day Air,Yes,Yes,21,Debit Card,Weekly,$456.00,$21.91,$482.00,90,0,342,0.00%,169,0.00%
837,23,Male,Gloves,Accessories,$90.00,West Virginia,L,Violet,Winter,3.9,Yes,PayPal,Store Pickup,Yes,Yes,22,Cash,Bi-Weekly,$204.00,$12.78,$294.00,14,1,302,0.33%,51,1.96%
838,25,Male,Hoodie,Clothing,$28.00,Illinois,L,Brown,Spring,4.9,Yes,Credit Card,Express,Yes,Yes,33,Cash,Every 3 Months,$258.00,$8.41,$286.00,66,2,339,0.59%,35,5.71%
839,33,Male,Coat,Outerwear,$29.00,Kentucky,M,Gray,Spring,4.3,Yes,Bank Transfer,Express,Yes,Yes,49,Credit Card,Annually,$418.00,$8.94,$447.00,48,1,247,0.40%,111,0.90%
840,48,Male,Shirt,Clothing,$31.00,Illinois,L,Teal,Spring,2.6,Yes,Cash,Free Shipping,Yes,Yes,10,Debit Card,Every 3 Months,$288.00,$29.00,$319.00,71,2,346,0.58%,178,1.12%
841,42,Male,Shirt,Clothing,$24.00,Alabama,L,Teal,Summer,4.2,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,18,PayPal,Weekly,$357.00,$20.05,$381.00,23,0,178,0.00%,23,0.00%
842,55,Male,Sweater,Clothing,$88.00,Texas,M,Beige,Summer,2.6,Yes,Venmo,Store Pickup,Yes,Yes,28,PayPal,Fortnightly,$414.00,$17.31,$502.00,44,1,185,0.54%,81,1.23%
843,59,Male,Shirt,Clothing,$87.00,Missouri,M,Violet,Spring,3.6,Yes,Venmo,Express,Yes,Yes,25,PayPal,Weekly,$125.00,$8.15,$212.00,72,2,187,1.07%,93,2.15%
844,65,Male,Hoodie,Clothing,$80.00,Pennsylvania,S,Beige,Summer,3.2,Yes,Cash,Express,Yes,Yes,6,PayPal,Weekly,$547.00,$89.57,$627.00,31,0,216,0.00%,126,0.00%
845,59,Male,Sandals,Footwear,$48.00,Missouri,L,Purple,Winter,4.4,Yes,PayPal,Express,Yes,Yes,44,Venmo,Bi-Weekly,$374.00,$9.38,$422.00,83,1,341,0.29%,118,0.85%
846,31,Male,Belt,Accessories,$21.00,Michigan,XL,Charcoal,Winter,3.7,Yes,PayPal,Standard,Yes,Yes,30,Venmo,Monthly,$229.00,$8.06,$250.00,62,2,223,0.90%,145,1.38%
847,49,Male,Boots,Footwear,$72.00,Kentucky,M,Pink,Spring,3.7,Yes,Bank Transfer,Express,Yes,Yes,42,Debit Card,Quarterly,$567.00,$14.86,$639.00,23,1,245,0.41%,59,1.69%
